,0
Start,0.0
End,125663.0
Duration,125663.0
Exposure Time [%],71.86704227145404
Equity Final [$],40214546.85685084
Equity Peak [$],44212463.71493083
Return [%],40114.546856850844
Buy & Hold Return [%],154.68940718503612
Return (Ann.) [%],0.0
Volatility (Ann.) [%],
Sharpe Ratio,
Sortino Ratio,
Calmar Ratio,0.0
Alpha [%],40069.68534528095
Beta,0.29001023655245417
Max. Drawdown [%],-51.445328495902196
Avg. Drawdown [%],-0.9768233175395096
Max. Drawdown Duration,14992.0
Avg. Drawdown Duration,96.40330188679245
# Trades,16195.0
Win Rate [%],41.67953071935783
Best Trade [%],25.06615960637484
Worst Trade [%],-3.810251469953174
Avg. Trade [%],0.03705027085980639
Max. Trade Duration,820.0
Avg. Trade Duration,5.162087063908614
Profit Factor,1.2385300732644664
Expectancy [%],0.039350415643357464
SQN,6.943513965520605
Kelly Criterion,0.021225179827663643
_strategy,MLStrategy(stop_loss_pct=0.003)
_equity_curve,"              Equity  DrawdownPct  DrawdownDuration
0       1.000000e+05     0.000000               NaN
1       1.000000e+05     0.000000               NaN
2       1.000000e+05     0.000000               NaN
3       1.000000e+05     0.000000               NaN
4       1.000000e+05     0.000000               NaN
...              ...          ...               ...
125659  4.021455e+07     0.090425               NaN
125660  4.021455e+07     0.090425               NaN
125661  4.021455e+07     0.090425               NaN
125662  4.021455e+07     0.090425               NaN
125663  4.021455e+07     0.090425             712.0

[125664 rows x 3 columns]"
_trades,"        Size  EntryBar  ExitBar  EntryPrice  ExitPrice         SL    TP  \
0        328        15       16      304.40  304.00000  299.37916  None   
1       -328        16       19      304.00  304.91200        NaN  None   
2        326        57       59      305.03  306.80000  304.11491  None   
3       -326        59       60      306.80  305.91000  306.82773  None   
4        328        60       63      305.91  305.13000  304.99227  None   
...      ...       ...      ...         ...        ...        ...   ...   
16190  52784    125632   125632      759.49  757.86955        NaN  None   
16191  52636    125633   125633      759.99  757.71003        NaN  None   
16192  52524    125634   125634      759.33  757.70006        NaN  None   
16193  52608    125635   125646      756.49  766.71000  754.22053  None   
16194 -52608    125646   125646      766.71  769.01013        NaN  None   

                PnL  ReturnPct  EntryTime  ExitTime  Duration   Tag  
0        -131.20000  -0.001314         15        16         1  None  
1        -299.13600  -0.003000         16        19         3  None  
2         577.02000   0.005803         57        59         2  None  
3         290.14000   0.002901         59        60         1  None  
4        -255.84000  -0.002550         60        63         3  None  
...             ...        ...        ...       ...       ...   ...  
16190  -85533.83280  -0.002134     125632    125632         0  None  
16191 -120008.50092  -0.003000     125633    125633         0  None  
16192  -85610.96856  -0.002147     125634    125634         0  None  
16193  537653.76000   0.013510     125635    125646        11  None  
16194 -121005.23904  -0.003000     125646    125646         0  None  

[16195 rows x 13 columns]"
