,0
Start,502682.0
End,628345.0
Duration,125663.0
Exposure Time [%],70.90176979882862
Equity Final [$],225605943.5100533
Equity Peak [$],240344190.72454318
Return [%],225505.9435100533
Buy & Hold Return [%],154.68940718503612
Return (Ann.) [%],0.0
Volatility (Ann.) [%],
Sharpe Ratio,
Sortino Ratio,
Calmar Ratio,0.0
Alpha [%],225457.1877563957
Beta,0.3151848245127678
Max. Drawdown [%],-43.606331761014225
Avg. Drawdown [%],-0.7195888485398482
Max. Drawdown Duration,12835.0
Avg. Drawdown Duration,65.48512709572742
# Trades,18216.0
Win Rate [%],44.34014053579271
Best Trade [%],25.06615960637484
Worst Trade [%],-3.810251469953174
Avg. Trade [%],0.04241169102341402
Max. Trade Duration,212.0
Avg. Trade Duration,4.509936319718928
Profit Factor,1.2946924225900502
Expectancy [%],0.04457999638033689
SQN,11.193216923035191
Kelly Criterion,0.11493877920070245
_strategy,MLStrategy(stop_loss_pct=0.003)
_equity_curve,"              Equity  DrawdownPct  DrawdownDuration
502682  1.000000e+05     0.000000               NaN
502683  1.000000e+05     0.000000               NaN
502684  1.000000e+05     0.000000               NaN
502685  1.000000e+05     0.000000               NaN
502686  1.000000e+05     0.000000               NaN
...              ...          ...               ...
628341  2.256059e+08     0.061321               NaN
628342  2.256059e+08     0.061321               NaN
628343  2.256059e+08     0.061321               NaN
628344  2.256059e+08     0.061321               NaN
628345  2.256059e+08     0.061321             592.0

[125664 rows x 3 columns]"
_trades,"         Size  EntryBar  ExitBar  EntryPrice  ExitPrice         SL    TP  \
0         328        15       16      304.40  304.00000  299.37916  None   
1        -328        16       19      304.00  304.00000  304.91200  None   
2         328        19       20      304.00  305.99000  300.89460  None   
3        -328        20       20      305.99  305.99000        NaN  None   
4         328        55       55      306.00  305.08200        NaN  None   
...       ...       ...      ...         ...        ...        ...   ...   
18211  296784    125632   125632      759.49  757.86955        NaN  None   
18212  295956    125633   125633      759.99  757.71003        NaN  None   
18213  295324    125634   125634      759.33  757.70006        NaN  None   
18214  295797    125635   125644      756.49  765.00000  754.22053  None   
18215 -295797    125644   125645      765.00  767.29500        NaN  None   

                PnL  ReturnPct  EntryTime  ExitTime  Duration   Tag  
0     -1.312000e+02  -0.001314     502697    502698         1  None  
1     -0.000000e+00  -0.000000     502698    502701         3  None  
2      6.527200e+02   0.006546     502701    502702         1  None  
3     -0.000000e+00  -0.000000     502702    502702         0  None  
4     -3.011040e+02  -0.003000     502737    502737         0  None  
...             ...        ...        ...       ...       ...   ...  
18211 -4.809236e+05  -0.002134     628314    628314         0  None  
18212 -6.747708e+05  -0.003000     628315    628315         0  None  
18213 -4.813604e+05  -0.002147     628316    628316         0  None  
18214  2.517232e+06   0.011249     628317    628326         9  None  
18215 -6.788541e+05  -0.003000     628326    628327         1  None  

[18216 rows x 13 columns]"
