,0
Start,0.0
End,125663.0
Duration,125663.0
Exposure Time [%],0.23156990068754776
Equity Final [$],104914.29707000012
Equity Peak [$],107065.2959200001
Return [%],4.914297070000117
Buy & Hold Return [%],154.68940718503612
Return (Ann.) [%],0.0
Volatility (Ann.) [%],
Sharpe Ratio,
Sortino Ratio,
Calmar Ratio,0.0
Alpha [%],5.046061594943647
Beta,-0.0008518005682568561
Max. Drawdown [%],-6.68851223879674
Avg. Drawdown [%],-1.6787443321972955
Max. Drawdown Duration,124813.0
Avg. Drawdown Duration,17945.0
# Trades,77.0
Win Rate [%],37.66233766233766
Best Trade [%],2.087546480527114
Worst Trade [%],-1.2369717868338626
Avg. Trade [%],0.06252790238212569
Max. Trade Duration,30.0
Avg. Trade Duration,3.3896103896103895
Profit Factor,1.3038749596717363
Expectancy [%],0.06493919058899401
SQN,0.7866394794822676
Kelly Criterion,0.043219693790748526
_strategy,MLStrategy(stop_loss_pct=0.003)
_equity_curve,"              Equity  DrawdownPct  DrawdownDuration
0       100000.00000     0.000000               NaN
1       100000.00000     0.000000               NaN
2       100000.00000     0.000000               NaN
3       100000.00000     0.000000               NaN
4       100000.00000     0.000000               NaN
...              ...          ...               ...
125659  104914.29707     0.020091               NaN
125660  104914.29707     0.020091               NaN
125661  104914.29707     0.020091               NaN
125662  104914.29707     0.020091               NaN
125663  104914.29707     0.020091          124813.0

[125664 rows x 3 columns]"
_trades,"    Size  EntryBar  ExitBar  EntryPrice  ExitPrice         SL    TP  \
0    328        15       16      304.40  304.00000  299.37916  None   
1   -328        16       19      304.00  304.91200        NaN  None   
2    324        26       27      306.58  312.98000  303.10794  None   
3   -324        27       27      312.98  312.98000        NaN  None   
4    330        52       53      307.42  310.00000  306.57750  None   
..   ...       ...      ...         ...        ...        ...   ...   
72  -315      1069     1069      336.04  336.31593        NaN  None   
73   325      1420     1420      326.12  324.35401        NaN  None   
74   305      2417     2418      345.00  347.93000  343.96500  None   
75  -305      2418     2421      347.93  348.96376        NaN  None   
76   275     12517    12517      385.00  380.96367        NaN  None   

           PnL  ReturnPct  EntryTime  ExitTime  Duration   Tag  
0   -131.20000  -0.001314         15        16         1  None  
1   -299.13600  -0.003000         16        19         3  None  
2   2073.60000   0.020875         26        27         1  None  
3     -0.00000  -0.000000         27        27         0  None  
4    851.40000   0.008392         52        53         1  None  
..         ...        ...        ...       ...       ...   ...  
72   -86.91795  -0.000821       1069      1069         0  None  
73  -573.94675  -0.005415       1420      1420         0  None  
74   893.65000   0.008493       2417      2418         1  None  
75  -315.29680  -0.002971       2418      2421         3  None  
76 -1109.99075  -0.010484      12517     12517         0  None  

[77 rows x 13 columns]"
