,0
Start,126750.0
End,158430.0
Duration,31680.0
Exposure Time [%],83.0971244594552
Equity Final [$],139784.02861000007
Equity Peak [$],140602.65884000002
Return [%],39.784028610000064
Buy & Hold Return [%],77.13288239144667
Return (Ann.) [%],0.0
Volatility (Ann.) [%],
Sharpe Ratio,
Sortino Ratio,
Calmar Ratio,0.0
Alpha [%],-4.489336331479727
Beta,0.5739882079966105
Max. Drawdown [%],-12.185102876552122
Avg. Drawdown [%],-1.0328381488111575
Max. Drawdown Duration,12093.0
Avg. Drawdown Duration,422.6216216216216
# Trades,49.0
Win Rate [%],30.612244897959183
Best Trade [%],38.617200674536264
Worst Trade [%],-0.30000000000001137
Avg. Trade [%],0.6860174161864574
Max. Trade Duration,25294.0
Avg. Trade Duration,536.5918367346939
Profit Factor,4.995802290547545
Expectancy [%],0.8073151566616468
SQN,1.0827527726993809
Kelly Criterion,0.23711165307942036
_strategy,MLStrategy(stop_loss_pct=0.003)
_equity_curve,"              Equity  DrawdownPct  DrawdownDuration
126750  100000.00000     0.000000               NaN
126751  100000.00000     0.000000               NaN
126752  100000.00000     0.000000               NaN
126753  100152.67000     0.000000               NaN
126754  100152.67000     0.000000               NaN
...              ...          ...               ...
158426  139784.02861     0.005822               NaN
158427  139784.02861     0.005822               NaN
158428  139784.02861     0.005822               NaN
158429  139784.02861     0.005822               NaN
158430  139784.02861     0.005822            5255.0

[31681 rows x 3 columns]"
