,0
Start,0.0
End,12560.0
Duration,12560.0
Exposure Time [%],99.77708781147999
Equity Final [$],191646.9385300002
Equity Peak [$],204772.06376000014
Return [%],91.64693853000018
Buy & Hold Return [%],9.369202226345081
Return (Ann.) [%],0.0
Volatility (Ann.) [%],
Sharpe Ratio,
Sortino Ratio,
Calmar Ratio,0.0
Alpha [%],84.04411274514361
Beta,0.8114699204035035
Max. Drawdown [%],-8.921112949213894
Avg. Drawdown [%],-1.6491706614062458
Max. Drawdown Duration,2545.0
Avg. Drawdown Duration,135.60714285714286
# Trades,915.0
Win Rate [%],31.475409836065577
Best Trade [%],5.587668593448947
Worst Trade [%],-4.055299539170498
Avg. Trade [%],0.07111901872844939
Max. Trade Duration,305.0
Avg. Trade Duration,13.299453551912569
Profit Factor,1.223945012667255
Expectancy [%],0.07733025184465392
SQN,1.889239380044302
Kelly Criterion,-0.14406335990681524
_strategy,MLStrategy(stop_loss_pct=0.003)
_equity_curve,"             Equity  DrawdownPct  DrawdownDuration
0      100000.00000     0.000000               NaN
1      100000.00000     0.000000               NaN
2      100000.00000     0.000000               NaN
3      100000.00000     0.000000               NaN
4      101113.12000     0.000000               NaN
...             ...          ...               ...
12556  191646.93853     0.064096               NaN
12557  191646.93853     0.064096               NaN
12558  191646.93853     0.064096               NaN
12559  191646.93853     0.064096               NaN
12560  191646.93853     0.064096            1327.0

[12561 rows x 3 columns]"
_trades,"      Size  EntryBar  ExitBar  EntryPrice  ExitPrice        SL    TP         PnL  ReturnPct  EntryTime  ExitTime  Duration   Tag
0     9276         2        5       10.78   10.90000  10.74766  None  1113.12000   0.011132          2         5         3  None
1    -9276         5        6       10.90   10.90000  10.93270  None    -0.00000  -0.000000          5         6         1  None
2     9276         6       31       10.90   10.97000  10.86730  None   649.32000   0.006422          6        31        25  None
3    -9276        31       32       10.97   11.12000  11.16339  None -1391.40000  -0.013674         31        32         1  None
4     9026        32       33       11.12   11.12000  10.87727  None     0.00000   0.000000         32        33         1  None
..     ...       ...      ...         ...        ...       ...   ...         ...        ...        ...       ...       ...   ...
910  16235     12524    12524       11.99   11.87427       NaN  None -1878.87655  -0.009652      12524     12524         0  None
911  16241     12525    12536       11.87   11.83000       NaN  None  -649.64000  -0.003370      12525     12536        11  None
912  16255     12537    12540       11.82   11.99000  11.78454  None  2763.35000   0.014382      12537     12540         3  None
913 -16255     12540    12542       11.99   11.99000  12.02597  None    -0.00000  -0.000000      12540     12542         2  None
914  16255     12542    12552       11.99   11.79000       NaN  None -3251.00000  -0.016681      12542     12552        10  None

[915 rows x 13 columns]"
