,0
Start,12680.0
End,15842.0
Duration,3162.0
Exposure Time [%],65.98166297818526
Equity Final [$],368449.30264000007
Equity Peak [$],375136.23880000005
Return [%],268.44930264000004
Buy & Hold Return [%],-21.242060691601974
Return (Ann.) [%],0.0
Volatility (Ann.) [%],
Sharpe Ratio,
Sortino Ratio,
Calmar Ratio,0.0
Alpha [%],270.41868446149954
Beta,0.0927114299357062
Max. Drawdown [%],-5.12412615709149
Avg. Drawdown [%],-1.2355520595151273
Max. Drawdown Duration,915.0
Avg. Drawdown Duration,118.65217391304348
# Trades,168.0
Win Rate [%],47.61904761904761
Best Trade [%],12.44635193133048
Worst Trade [%],-3.303055326176718
Avg. Trade [%],0.7793265271325067
Max. Trade Duration,56.0
Avg. Trade Duration,12.047619047619047
Profit Factor,4.702482916535178
Expectancy [%],0.804313772281072
SQN,4.6761083685250275
Kelly Criterion,0.28803148005783574
_strategy,MLStrategy(stop_loss_pct=0.003)
_equity_curve,"             Equity  DrawdownPct  DrawdownDuration
12680  100000.00000     0.000000               NaN
12681  100000.00000     0.000000               NaN
12682  100000.00000     0.000000               NaN
12683  100000.00000     0.000000               NaN
12684  100000.00000     0.000000               NaN
...             ...          ...               ...
15838  368449.30264     0.017825               NaN
15839  368449.30264     0.017825               NaN
15840  368449.30264     0.017825               NaN
15841  368449.30264     0.017825               NaN
15842  368449.30264     0.017825             380.0

[3163 rows x 3 columns]"
_trades,"      Size  EntryBar  ExitBar  EntryPrice  ExitPrice        SL    TP  \
0     7336         6       18       13.63      13.79  13.58911  None   
1    -7336        18       26       13.79      13.97       NaN  None   
2     7152       138      146       13.96      13.98  13.91812  None   
3    -7152       146      147       13.98      13.98  14.02194  None   
4     7152       147      160       13.98      15.72  13.93806  None   
..     ...       ...      ...         ...        ...       ...   ...   
163  31826      3098     3110       11.46      11.40       NaN  None   
164  31826      3112     3122       11.40      11.26       NaN  None   
165  31826      3123     3135       11.26      11.46  11.22622  None   
166 -31826      3135     3147       11.46      11.25  11.49438  None   
167  33015      3147     3158       11.25      11.16       NaN  None   

          PnL  ReturnPct  EntryTime  ExitTime  Duration   Tag  
0     1173.76   0.011739      12686     12698        12  None  
1    -1320.48  -0.013053      12698     12706         8  None  
2      143.04   0.001433      12818     12826         8  None  
3       -0.00  -0.000000      12826     12827         1  None  
4    12444.48   0.124464      12827     12840        13  None  
..        ...        ...        ...       ...       ...   ...  
163  -1909.56  -0.005236      15778     15790        12  None  
164  -4455.64  -0.012281      15792     15802        10  None  
165   6365.20   0.017762      15803     15815        12  None  
166   6683.46   0.018325      15815     15827        12  None  
167  -2971.35  -0.008000      15827     15838        11  None  

[168 rows x 13 columns]"
