epoch,loss,mae,val_loss,val_mae
0,0.004836618434637785,0.03949924185872078,0.004660332575440407,0.048249296844005585
1,0.0016363415634259582,0.025620833039283752,0.004926199559122324,0.05000291392207146
2,0.0016216939548030496,0.02541365846991539,0.004559338558465242,0.04770604148507118
3,0.0016028489917516708,0.02529175952076912,0.004618929699063301,0.048064395785331726
4,0.0015789965400472283,0.025164926424622536,0.004699139390140772,0.048580583184957504
5,0.0015492107486352324,0.025010712444782257,0.0047247218899428844,0.04886491969227791
6,0.001514746225439012,0.024928858503699303,0.004731406457722187,0.04892483353614807
7,0.0014690584503114223,0.024729343131184578,0.004713353700935841,0.04871423542499542
8,0.001422922476194799,0.024480946362018585,0.0046990616247057915,0.04867872595787048
9,0.0013894126750528812,0.02430567517876625,0.004944298416376114,0.050386976450681686
10,0.0013588935835286975,0.024086862802505493,0.00497885188087821,0.05042823776602745
11,0.0013278319966048002,0.02383076213300228,0.004954068455845118,0.050181347876787186
12,0.001299376948736608,0.023624615743756294,0.004995226860046387,0.050231508910655975
