epoch,loss,val_loss
0,0.0032891416922211647,0.019950300455093384
1,0.0025997799821197987,0.005743810907006264
2,0.002547026379033923,0.015198620967566967
3,0.0025171719025820494,0.011436093598604202
4,0.0024767189752310514,0.011041751131415367
5,0.002488119527697563,0.019243977963924408
6,0.0024860473349690437,0.007096048444509506
7,0.002461834577843547,0.012076402083039284
8,0.002455011010169983,0.010107382200658321
9,0.0025046190712600946,0.00906579103320837
10,0.002439965959638357,0.009216777980327606
11,0.002461059018969536,0.0059099821373820305
12,0.00246158498339355,0.008617560379207134
13,0.0024655493907630444,0.0034460213501006365
14,0.0025106456596404314,0.008326292969286442
15,0.0024891868233680725,0.008826752193272114
16,0.002497713314369321,0.010242020711302757
17,0.002471830463036895,0.006538022309541702
18,0.0024479206185787916,0.007147438358515501
19,0.002509999554604292,0.004939031787216663
20,0.002439720556139946,0.0043527353554964066
21,0.002485580975189805,0.00555099593475461
22,0.0024538766592741013,0.006199523340910673
23,0.002502559684216976,0.003383997827768326
24,0.002450519008561969,0.0030394350178539753
25,0.002521037356927991,0.0053229182958602905
26,0.002455350710079074,0.0016427133232355118
27,0.0024554987903684378,0.004185619298368692
28,0.0025123711675405502,0.0034883369226008654
29,0.002499331720173359,0.005003669299185276
30,0.0024482517037540674,0.004983561113476753
31,0.002498026704415679,0.001445949194021523
32,0.002539448905736208,0.0020956227090209723
33,0.0024271474685519934,0.012121335603296757
34,0.002487183315679431,0.005131585989147425
35,0.0024940725415945053,0.004178917035460472
36,0.0024961314629763365,0.003072757041081786
37,0.002468021586537361,0.00458112359046936
38,0.002479245886206627,0.006017568055540323
39,0.0024260233622044325,0.001965487375855446
40,0.00247633783146739,0.0047949920408427715
41,0.002483539516106248,0.004457966890186071
42,0.002439506584778428,0.012345789931714535
43,0.00245097978040576,0.0020382641814649105
44,0.002493721665814519,0.007104351185262203
45,0.002477415604516864,0.001932692714035511
46,0.0024893544614315033,0.0038811666890978813
47,0.0025024323258548975,0.004910010378807783
48,0.002476941794157028,0.005020287819206715
49,0.002515779808163643,0.002289052354171872
