epoch,loss,val_loss
0,0.014108642004430294,0.005097667220979929
1,0.013809353113174438,0.0050497278571128845
2,0.013774541206657887,0.005068527068942785
3,0.013772151432931423,0.005057952366769314
4,0.013772869482636452,0.005070805549621582
5,0.013774709776043892,0.005049182567745447
6,0.013772795908153057,0.005050979554653168
7,0.013773690909147263,0.005053382832556963
8,0.01377421710640192,0.0050553083419799805
9,0.013772440142929554,0.005048547405749559
10,0.01377437636256218,0.005050053820014
11,0.013921968638896942,0.0051115029491484165
12,0.013772563077509403,0.005056483205407858
13,0.013774990104138851,0.005048517603427172
14,0.013772806152701378,0.005051955580711365
15,0.01377264503389597,0.0050835502333939075
16,0.0137735391035676,0.005056580528616905
17,0.013773241080343723,0.005060316529124975
18,0.013773040845990181,0.005056007299572229
19,0.013770407997071743,0.005080359987914562
20,0.013774406164884567,0.005059022456407547
21,0.013774541206657887,0.005052382126450539
22,0.013772201724350452,0.005048494320362806
23,0.013775445520877838,0.005056371446698904
24,0.013774427585303783,0.005048616323620081
25,0.013774019666016102,0.005050884559750557
26,0.013772477395832539,0.005087988916784525
27,0.013772930949926376,0.005079381633549929
28,0.013772627338767052,0.005051536485552788
29,0.013771869242191315,0.005049117375165224
30,0.0137732969596982,0.005061096046119928
31,0.01377277821302414,0.00510721979662776
32,0.013773959130048752,0.005048487335443497
33,0.013772285543382168,0.005059239454567432
34,0.013773152604699135,0.005049064755439758
35,0.01377249788492918,0.00504861306399107
36,0.013773939572274685,0.0050491164438426495
37,0.013773786835372448,0.005102456547319889
38,0.013773295097053051,0.00505443662405014
39,0.013772120699286461,0.005049434024840593
40,0.01377181988209486,0.005092089995741844
41,0.013772998936474323,0.005106682423502207
42,0.013775451108813286,0.005052478983998299
43,0.013876323588192463,0.005073168780654669
44,0.013774093240499496,0.0051259384490549564
45,0.0137740857899189,0.005050846841186285
46,0.013773323968052864,0.005085132550448179
47,0.013774841092526913,0.005060810595750809
48,0.013774760067462921,0.005086192395538092
49,0.013772708363831043,0.005048801656812429
