epoch,loss,mae,val_loss,val_mae
0,0.005158248823136091,0.02976747788488865,0.004695242270827293,0.048451341688632965
1,0.0016141334781423211,0.025230683386325836,0.004651072900742292,0.048183608800172806
2,0.0016155237099155784,0.025242170318961143,0.00455018924549222,0.04759550467133522
3,0.00161575130186975,0.025247847661376,0.004687637556344271,0.048405054956674576
4,0.0020783059298992157,0.026116009801626205,0.004667262546718121,0.04828144237399101
5,0.0016145248664543033,0.025228427723050117,0.004650333896279335,0.04817910119891167
6,0.001615592511370778,0.025249842554330826,0.00475075701251626,0.04879565164446831
7,0.001616201363503933,0.02525944821536541,0.0047288271598517895,0.04865790158510208
8,0.0016153422184288502,0.025251422077417374,0.004617809318006039,0.047983601689338684
9,0.0016157381469383836,0.025255529209971428,0.004718343261629343,0.048593100160360336
10,0.001615504501387477,0.025253117084503174,0.0046343374997377396,0.048083074390888214
11,0.0016159908846020699,0.02525489591062069,0.004736036062240601,0.04870264604687691
12,0.0016158809885382652,0.0252581425011158,0.00476710544899106,0.04890163615345955
