epoch,loss,mae,val_loss,val_mae
0,0.0017357320757582784,0.026286223903298378,0.0046462006866931915,0.04815427213907242
0,0.0016160100931301713,0.025258565321564674,0.0046843173913657665,0.04838484898209572
1,0.0016152230091392994,0.02524132840335369,0.0046655163168907166,0.048270825296640396
2,0.0016147452406585217,0.02523307129740715,0.004749225918203592,0.04878586530685425
3,0.0016147177666425705,0.025232093408703804,0.004689125809818506,0.048414140939712524
4,0.0016145745757967234,0.025232525542378426,0.004738230258226395,0.04871638864278793
5,0.0016144555993378162,0.025229865685105324,0.004607449285686016,0.0479215532541275
6,0.0016145743429660797,0.02523137629032135,0.004659980535507202,0.04823736101388931
7,0.0016145529225468636,0.025229638442397118,0.0046667191199958324,0.04827810823917389
8,0.0016146713169291615,0.02523394674062729,0.0046355039812624454,0.04809008911252022
9,0.0016147791175171733,0.02523563802242279,0.004706840496510267,0.04852212220430374
10,0.00161488086450845,0.025237390771508217,0.004628893919289112,0.048050250858068466
11,0.001614688546396792,0.02523459680378437,0.0046832081861793995,0.048378124833106995
12,0.0016148226568475366,0.025231048464775085,0.004735835827887058,0.04870138317346573
13,0.0016146574635058641,0.025230467319488525,0.004622440319508314,0.04801133647561073
14,0.001614709966816008,0.02523173578083515,0.0047012330032885075,0.04848778247833252
15,0.0016149107832461596,0.025238363072276115,0.004617445636540651,0.04798145219683647
