epoch,loss,val_loss
0,0.015525047667324543,0.014421931467950344
1,0.005471116863191128,0.01422093529254198
2,0.003753074910491705,0.015563939698040485
3,0.0033433169592171907,0.01546577550470829
4,0.003006784711033106,0.014682849869132042
5,0.0027811408508569,0.014691872522234917
6,0.0025422258768230677,0.015007979236543179
7,0.002610128605738282,0.013677318580448627
8,0.002378369215875864,0.010307353921234608
9,0.0025092773139476776,0.014330130070447922
10,0.00230157352052629,0.014229925349354744
11,0.0024555346462875605,0.011878474615514278
12,0.002213666681200266,0.013425149023532867
13,0.002281388035044074,0.012352579273283482
14,0.0023615527898073196,0.013225452043116093
15,0.0021740130614489317,0.013859042897820473
16,0.0021135415881872177,0.014523070305585861
17,0.002379614394158125,0.01413476001471281
18,0.0021343976259231567,0.013867820613086224
19,0.0021644385997205973,0.011616217903792858
20,0.00215606065467,0.016051853075623512
21,0.0020963947754353285,0.0158640556037426
22,0.002028518822044134,0.010700097307562828
23,0.0020280356984585524,0.014683946967124939
24,0.0020454730838537216,0.01004148367792368
25,0.0020108388271182775,0.01445432286709547
26,0.001932885847054422,0.012416760437190533
27,0.0019364131148904562,0.01372274849563837
28,0.002092694165185094,0.014520768076181412
29,0.0021594061981886625,0.013224785216152668
30,0.0019411082612350583,0.014424384571611881
31,0.002155039459466934,0.01269648689776659
32,0.0020172838121652603,0.01696077547967434
33,0.0020002927631139755,0.012152163311839104
34,0.0020402688533067703,0.013374309055507183
35,0.0020712062250822783,0.01337928231805563
36,0.0019814802799373865,0.015195897780358791
37,0.0020396208856254816,0.014974242076277733
38,0.001904746750369668,0.013064238242805004
39,0.0020133003126829863,0.012247304432094097
40,0.0019267731113359332,0.012025614269077778
41,0.0019163187826052308,0.013245275244116783
42,0.0019478631438687444,0.01261787861585617
43,0.0020891667809337378,0.01308936532586813
44,0.0019577229395508766,0.012697356753051281
45,0.0020801713690161705,0.013765506446361542
46,0.001945997355505824,0.014382199384272099
47,0.0019956876058131456,0.011340904049575329
48,0.00204806262627244,0.01303425058722496
49,0.0020798654295504093,0.01198525633662939
