epoch,loss,val_loss
0,1.0372034311294556,0.020320093259215355
1,0.3096025884151459,0.0842890664935112
2,0.262574702501297,0.336876779794693
3,0.24452608823776245,0.020216157659888268
4,0.22267113626003265,0.03599584475159645
5,0.19958379864692688,0.012718337588012218
6,0.18243882060050964,0.031158648431301117
7,0.16888542473316193,0.006643152795732021
8,0.1520591825246811,0.012654884718358517
9,0.13767792284488678,0.004153297748416662
10,0.12462002784013748,0.01281785499304533
11,0.11312220990657806,0.0052337381057441235
