epoch,loss,val_loss
0,0.7259535193443298,0.2821214497089386
1,0.17099237442016602,0.20119133591651917
2,0.1462739109992981,0.22753769159317017
3,0.12430575489997864,0.1891232579946518
4,0.10236293822526932,0.29598960280418396
5,0.07499368488788605,0.1938469558954239
6,0.058509111404418945,0.3066858947277069
7,0.05289456993341446,0.9000402092933655
8,0.048607148230075836,0.30674707889556885
