dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,cnn,0.01,0.06496815286624204,0.20993946731081334,0.3445303381397406,0.07694837206323425,0.011694341048976004,0.10814037658976412,0.08179733549691566
