dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,transformer,0.01,0.060270700636942676,0.0402939174905608,0.3200210594489801,0.07154610047330472,0.6879681223000279,0.8294384379205173,0.818008417375964
