dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,rnn,0.1,0.3470631769096711,0.3921644675993569,0.33656793251956363,0.273962659811865,182283.1948647821,426.9463606412193,395.15632604213835
