dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,transformer,0.001,0.04044117647058824,0.025714706749189506,0.31547619047619047,0.047501581277672365,0.3943721274176232,0.6279905472358825,0.5695427953978598
