dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,gru,0.001,0.04779411764705882,0.027553927553927552,0.3452380952380952,0.05102040816326531,0.06584150390437764,0.25659599354701085,0.20566036978920732
