dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,rnn,0.01,0.051042415528396834,0.034126011801534455,0.31196283391405344,0.06145437635167692,0.03316916443082093,0.18212403584047035,0.16019266858445283
