dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,transformer,0.1,0.14717590102205486,0.3203281206858532,0.3401637445259305,0.1523483417024041,303.61176912834793,17.424458933589527,15.299232357572059
