dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,transformer,0.001,0.052,0.03303776683087028,0.32907268170426063,0.06003155460459487,0.1223317129573427,0.3497595073151589,0.31281853641537455
