dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,gru,0.1,0.3445405568862752,0.39633850230903267,0.3340280881902773,0.27221720310539077,375655.921106796,612.9077590525316,579.9304501320041
