dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,rnn,0.1,0.14430697507620585,0.3217203964536921,0.3323721575494089,0.1494113992174365,267.2780293731769,16.348639985429273,14.227588473174116
