dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,cnn,0.001,0.03308823529411765,0.02249688296199924,0.32142857142857145,0.04193593379515551,0.14330231633742424,0.3785529240904424,0.3188733522184603
