Date,Actual,Predicted
2012-08-28 02:48:00+00:00,10.78,10.7461
2012-08-28 02:49:00+00:00,10.78,10.741779
2012-08-28 02:50:00+00:00,10.78,10.741484
2012-08-28 02:51:00+00:00,10.9,10.742634
2012-08-28 04:08:00+00:00,10.9,10.7418585
2012-08-28 04:09:00+00:00,10.9,10.846717
2012-08-28 04:10:00+00:00,10.9,10.91305
2012-08-28 04:11:00+00:00,10.9,10.88872
2012-08-28 04:12:00+00:00,10.9,10.8835945
2012-08-28 04:13:00+00:00,10.9,10.883196
2012-08-28 04:14:00+00:00,10.9,10.876921
2012-08-28 04:15:00+00:00,10.9,10.886311
2012-08-28 04:16:00+00:00,10.9,10.891148
2012-08-28 04:17:00+00:00,10.9,10.890207
2012-08-28 04:18:00+00:00,10.91,10.892014
2012-08-28 06:26:00+00:00,10.91,10.892429
2012-08-28 06:27:00+00:00,10.91,10.862102
2012-08-28 06:28:00+00:00,10.91,10.86484
2012-08-28 06:29:00+00:00,10.9,10.852964
2012-08-28 06:30:00+00:00,10.9,10.91905
2012-08-28 06:31:00+00:00,10.9,10.851585
2012-08-28 06:32:00+00:00,10.88,10.88157
2012-08-28 06:33:00+00:00,10.88,10.899714
2012-08-28 06:34:00+00:00,10.88,10.870111
2012-08-28 06:35:00+00:00,10.88,10.871378
2012-08-28 06:36:00+00:00,10.88,10.850277
2012-08-28 06:37:00+00:00,10.88,10.879981
2012-08-28 06:38:00+00:00,10.91,10.866226
2012-08-28 06:39:00+00:00,10.91,10.875887
2012-08-28 06:40:00+00:00,11.13,10.892557
2012-08-28 06:41:00+00:00,10.91,10.922447
2012-08-28 06:42:00+00:00,11.12,11.025423
2012-08-28 06:43:00+00:00,11.12,10.873593
2012-08-28 06:44:00+00:00,10.93,10.98293
2012-08-28 06:45:00+00:00,10.92,11.011333
2012-08-28 06:46:00+00:00,10.92,10.902733
2012-08-28 06:47:00+00:00,10.94,10.945567
2012-08-28 06:48:00+00:00,10.93,10.877432
2012-08-28 06:49:00+00:00,10.93,10.933355
2012-08-28 06:50:00+00:00,10.92,10.933194
2012-08-28 06:51:00+00:00,10.92,10.915453
2012-08-28 06:52:00+00:00,10.92,10.905763
2012-08-28 06:53:00+00:00,10.93,10.895768
2012-08-28 06:54:00+00:00,10.93,10.918151
2012-08-28 06:55:00+00:00,10.93,10.900243
2012-08-28 06:56:00+00:00,10.92,10.948581
2012-08-28 06:57:00+00:00,10.92,10.91308
2012-08-28 06:58:00+00:00,10.92,10.912076
2012-08-28 06:59:00+00:00,10.94,10.910902
2012-08-28 07:00:00+00:00,10.92,10.923669
2012-08-28 07:01:00+00:00,10.92,10.922769
2012-08-28 07:02:00+00:00,10.92,10.944799
2012-08-28 07:03:00+00:00,10.97,10.907466
2012-08-28 07:04:00+00:00,10.97,10.908136
2012-08-28 07:05:00+00:00,10.92,10.934197
2012-08-28 07:06:00+00:00,10.93,10.984252
2012-08-28 07:07:00+00:00,10.93,10.874715
2012-08-28 07:08:00+00:00,10.88,10.927694
2012-08-28 07:09:00+00:00,10.88,10.910715
2012-08-28 07:10:00+00:00,10.88,10.876129
2012-08-28 07:11:00+00:00,10.89,10.893904
2012-08-28 07:12:00+00:00,10.88,10.871086
2012-08-28 07:13:00+00:00,10.88,10.892185
2012-08-28 07:14:00+00:00,10.9,10.897983
2012-08-28 07:15:00+00:00,10.88,10.875689
2012-08-28 07:16:00+00:00,10.88,10.888512
2012-08-28 07:17:00+00:00,10.89,10.90269
2012-08-28 07:18:00+00:00,10.88,10.870087
2012-08-28 07:19:00+00:00,10.88,10.895086
2012-08-28 07:20:00+00:00,10.9,10.894182
2012-08-28 07:21:00+00:00,10.88,10.886298
2012-08-28 07:22:00+00:00,10.88,10.899266
2012-08-28 07:23:00+00:00,10.88,10.879408
2012-08-28 07:24:00+00:00,10.88,10.89992
2012-08-28 07:25:00+00:00,10.88,10.862745
2012-08-28 07:26:00+00:00,10.91,10.90689
2012-08-28 07:27:00+00:00,10.88,10.879842
2012-08-28 07:28:00+00:00,10.88,10.925844
2012-08-28 07:29:00+00:00,10.89,10.866833
2012-08-28 07:30:00+00:00,10.88,10.899429
2012-08-28 07:31:00+00:00,10.88,10.877976
2012-08-28 07:32:00+00:00,10.9,10.9021435
2012-08-28 07:33:00+00:00,10.89,10.880265
2012-08-28 07:34:00+00:00,10.89,10.900245
