dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,transformer,0.01,0.0503235082674335,0.033550056506518926,0.3078977932636469,0.06047281895845865,0.8342796839639416,0.9133891196877383,0.8916359454506899
