dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,transformer,0.1,0.34446097896755606,0.35307432456891047,0.33396598573681696,0.272408953447842,124478.01800994096,352.81442432239214,321.5288268682675
