dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,gru,0.01,0.06035031847133758,0.039880381412998975,0.32047945631451064,0.07090000933284515,0.00942132009673893,0.09706348487839765,0.08190426021005283
