dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,rnn,0.01,0.06226114649681529,0.04126741016554302,0.3306183371613493,0.07334966616447827,0.003774465355417028,0.061436677607248816,0.04012948165795158
