dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,rnn,0.001,0.0512,0.03417508072719328,0.34820384294068507,0.06219607743844887,0.004185585751413679,0.06469610306203674,0.04703319622744186
