dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,rnn,0.001,0.04411764705882353,0.02938781553038715,0.375,0.054454187317321136,0.04643509776714263,0.21548804553186385,0.17280737503107652
