dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,cnn,0.1,0.14495248341402187,0.09667950892463834,0.3350514115708687,0.1499506357252616,0.18912323515872873,0.4348830131871429,0.2634785644185429
