dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,cnn,0.1,0.3497210793948895,0.41513730930655907,0.33903015285368543,0.27613050213383333,82.67260127391559,9.092447485353743,5.32447690988516
