dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,gru,0.1,0.14688900842746996,0.43107067073779975,0.3391974980296304,0.15170472875723648,275.15664610570695,16.5878463371743,14.602918881797503
