dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,cnn,0.01,0.05571531272465852,0.03715201965065502,0.3422183507549361,0.06700089523508605,0.05937792960100872,0.24367586996050453,0.18775044113965156
