dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,gru,0.001,0.0616,0.03881700874236697,0.3840434419381788,0.07050676469959605,0.0033479614391198143,0.057861571350247776,0.040084621511774964
