dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
btc,cnn,0.001,0.0576,0.03799517372456062,0.36783625730994146,0.06884978063225798,0.008469790853557731,0.09203146664895508,0.07120874444548368
