dataset,model,data_pct,accuracy,precision,recall,f1,mse,rmse,mae
eth,gru,0.01,0.05176132278936017,0.03438106011635423,0.3146341463414634,0.06198271941791724,0.011941865038477065,0.10927884076287168,0.06877884055057788
